ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,label
0.73,-3.59,-2.61,566.88,-86.81,92.94,4.03,12.1,-8.18,465.44,-41.69,98.87,-4.57,12.83,-13.05,225.25,383.31,316.94,-17.23,-5.6,4.1,-97.5,485.31,320.75,-9.67,-8.34,1.18,-138.81,62.62,-15.19,-0.04,-1.35,0.06,-8.44,-61.44,-30.94,0.72,-0.03,-0.25,29.94,-30.81,-9.5,0.07,-0.83,-0.71,-18.87,-17.31,-10.56,0.31,-0.96,-0.27,7.19,-13.75,-11.38,0.36,-1.12,-0.31,-15.0,-12.13,-16.69,-0.06,-0.59,0.19,-2.5,-17.56,-17.87,-0.09,-0.7,0.2,-7.69,-24.94,-20.5,-0.21,-1.28,0.31,-32.69,-30.31,-39.56,-0.03,-1.32,-0.49,-24.81,-37.25,-44.38,0.14,-0.72,-0.58,-8.56,-36.06,-43.31,upSwap
-0.81,-4.46,1.48,210.25,-44.94,22.44,3.13,1.79,-9.62,790.31,-109.87,194.13,5.06,7.87,-7.79,393.5,4.87,165.31,-6.76,5.03,-4.55,7.0,527.44,257.69,-11.29,-5.09,4.49,46.19,285.94,209.44,-3.16,-4.08,0.03,-73.87,-39.81,-21.12,1.46,-0.49,-0.59,19.81,-39.31,-15.5,-0.12,-1.25,-0.04,-8.38,-13.56,-16.56,-0.5,-1.16,-0.44,3.5,-27.62,-22.5,0.16,-0.26,-0.77,13.13,-25.0,-26.06,-0.31,-1.08,-1.22,18.81,-24.87,-38.94,0.21,0.11,-0.47,4.37,-38.5,-36.0,0.29,0.36,-1.45,-90.31,-48.31,-50.94,0.11,-1.72,-1.26,-45.88,-47.44,-56.31,0.43,-1.47,-0.98,-27.06,-48.19,-58.69,upSwap
0.16,-1.67,-1.56,463.5,-65.69,127.75,3.03,1.51,-3.08,480.0,-63.31,155.75,3.13,7.98,-5.34,212.0,20.75,111.56,-7.13,9.74,-7.96,161.88,379.63,291.81,-13.82,-5.13,2.51,-90.94,448.44,275.19,-8.89,-4.76,2.54,-75.12,55.44,17.0,0.35,-1.14,-1.27,-4.87,-58.31,-37.25,0.38,0.08,-0.75,-4.75,-20.25,-8.56,0.06,-1.37,-0.82,-17.5,-26.37,-22.62,-0.04,-0.79,-0.14,4.12,-30.19,-17.25,-0.13,-1.18,-0.36,-5.5,-34.38,-28.62,0.11,-0.9,-0.41,-3.94,-35.81,-31.37,-0.05,-0.82,-0.19,-0.94,-32.88,-32.69,-0.22,-0.98,-0.15,-3.5,-38.0,-40.0,-0.24,-0.85,-0.14,-2.19,-41.56,-43.87,upSwap
0.36,-5.81,-1.42,377.31,-64.19,76.87,4.38,3.8,-8.62,744.06,-90.31,190.56,-1.54,10.54,-12.33,235.63,130.63,196.37,-9.78,2.24,-2.8,-34.13,573.62,295.63,-13.75,-4.88,3.42,-0.25,309.44,192.06,-2.99,-3.49,0.03,-65.62,-93.69,-49.94,1.65,0.9,-0.9,32.69,-62.06,-39.25,0.58,0.11,-0.87,4.87,-17.56,-15.19,-0.35,-1.92,-0.98,15.81,-14.0,-10.5,0.0,-0.77,-0.82,-6.37,-19.81,-18.5,0.26,-0.94,-1.18,7.69,-15.44,-16.44,-0.06,-0.69,-0.85,-6.69,-15.13,-11.0,-0.09,-0.94,-0.9,-8.88,-16.31,-17.94,-0.54,-0.33,-0.61,-19.06,-20.31,-28.5,-0.28,-0.76,-1.09,-30.0,-36.13,-39.13,upSwap
0.1,-2.4,-1.95,392.37,-75.44,109.63,3.13,1.79,-4.51,593.94,-84.19,182.56,-0.49,7.62,-10.45,280.87,39.63,168.37,-4.64,3.76,-2.98,-62.31,547.44,276.19,-12.77,-5.52,7.12,-7.06,299.31,181.63,-1.77,-3.76,-2.45,-55.69,-63.87,-66.19,0.62,0.32,-0.72,34.25,-38.94,-2.94,0.25,-0.49,0.25,-0.19,-14.44,-1.19,-0.05,-1.35,-0.94,2.44,-21.75,-8.69,-0.04,-0.95,-0.77,0.25,-13.0,-15.88,0.06,-1.35,-0.76,-8.75,-20.19,-24.31,-0.24,-1.06,-0.55,-4.56,-26.37,-23.12,-0.21,-0.71,-0.26,-13.31,-32.5,-28.87,0.01,-1.13,-0.27,6.25,-35.06,-29.81,0.12,-1.2,-0.73,-3.94,-31.0,-32.56,upSwap
0.38,-3.09,0.62,90.69,-47.19,6.62,0.01,0.45,-4.9,613.44,-88.87,135.06,5.23,9.21,-8.34,548.44,-38.5,178.81,-8.47,6.94,-7.0,114.5,473.62,300.62,-15.12,-6.9,1.27,-55.25,423.62,316.56,-6.78,-4.89,1.78,-83.62,-49.0,-48.75,0.83,0.26,-1.52,46.69,-76.75,-40.38,1.06,1.77,-1.95,-2.5,-34.75,-18.19,0.11,-0.86,-1.11,-10.31,-28.25,-16.69,-0.13,-0.37,-1.44,-27.0,-42.75,-35.88,0.33,0.38,-1.47,-11.0,-47.62,-48.75,0.18,0.45,-2.14,-5.31,-43.63,-43.94,-0.04,0.89,-1.65,2.56,-44.81,-34.56,0.24,-0.53,-1.61,3.31,-47.38,-42.88,0.37,-2.22,-1.7,-10.38,-41.69,-44.81,upSwap
0.34,-2.75,-3.78,554.56,-67.87,109.87,5.59,8.99,-7.43,550.75,-44.69,157.44,-7.48,15.35,-7.98,206.13,360.63,341.94,-17.21,-6.99,1.58,-116.81,450.06,342.87,-9.93,-4.79,3.46,-70.19,63.56,39.75,0.57,-0.98,-1.67,16.37,-72.44,-45.69,0.98,-0.21,-1.48,15.31,-32.0,-10.13,0.07,-0.81,-1.33,-16.5,-19.81,-16.06,0.04,-0.47,-0.99,-3.5,-19.19,-18.5,0.2,-0.64,-0.93,0.0,-27.19,-25.37,-0.04,-0.8,-1.12,-0.25,-28.69,-29.19,0.13,-0.86,-0.87,-4.87,-32.38,-32.0,0.17,-0.68,-0.77,-12.56,-28.87,-27.0,0.1,-0.63,-0.43,1.5,-26.75,-24.19,-0.08,-0.65,-0.26,-10.56,-26.56,-28.25,upSwap
-0.31,-4.41,-0.92,378.62,-72.87,70.81,4.92,0.83,-8.98,653.62,-78.44,154.0,-4.75,9.87,-14.59,199.12,154.69,147.94,-5.77,3.43,-2.18,-36.0,540.88,285.56,-12.78,-6.1,4.23,9.25,237.06,171.62,-2.6,-4.38,0.12,-65.62,-50.56,-21.12,1.28,0.45,-0.6,21.06,-26.19,0.31,0.37,-0.33,-0.08,1.25,-8.56,-4.31,0.45,-1.6,-0.06,0.37,-11.12,-3.37,0.5,-1.52,-0.02,-3.06,-8.81,-6.37,0.41,-1.25,0.08,-7.87,-8.38,-7.62,0.41,-1.34,-0.02,3.06,-1.94,-2.56,0.1,-1.32,0.19,-2.75,-3.0,-4.31,0.08,-1.34,0.12,1.81,-7.94,-5.69,-0.04,-1.4,0.42,-7.62,-15.88,-10.0,upSwap
4.02,4.14,-6.13,697.31,-73.87,192.44,3.87,4.08,-2.58,149.62,31.31,105.25,-4.19,15.93,-11.17,217.13,289.69,205.06,-12.14,-1.4,-4.45,-210.81,527.5,338.31,-12.68,-6.76,5.73,-90.0,107.5,89.81,0.31,-2.45,-2.28,-37.88,-110.63,-78.81,1.95,0.05,-1.08,46.63,-41.13,-1.44,0.57,-0.87,-0.28,-1.44,-12.19,-0.56,0.38,-1.6,-0.38,4.06,-14.69,-4.06,0.57,-1.39,-0.52,-6.31,-13.75,-5.37,0.63,-0.68,-0.6,-5.94,-12.5,-6.12,0.43,-0.98,-0.65,0.69,-4.87,-3.75,0.45,-1.46,-0.58,4.25,-5.19,-4.44,0.46,-1.47,-0.57,2.0,-6.31,-7.56,0.57,-1.31,-0.6,0.69,-8.56,-7.06,upSwap
1.53,3.86,1.34,-153.69,-25.69,65.62,1.06,-1.99,-3.39,-256.5,-85.5,94.75,-4.47,-3.69,-7.66,-176.0,3.37,-11.31,-19.71,-2.73,-13.0,-35.69,798.13,-172.31,-23.73,-2.44,16.3,131.56,532.31,-84.06,0.85,0.87,6.11,65.25,-49.25,-2.06,-0.38,0.45,-1.68,19.12,-52.38,28.38,-0.77,-0.37,0.94,25.0,-25.62,32.19,0.01,-0.89,0.84,13.44,-39.56,28.31,0.14,-1.93,-0.27,-2.87,-34.5,29.87,0.09,-1.6,-0.84,-8.88,-26.62,22.25,0.35,-0.17,-0.38,10.44,-19.44,15.75,-0.29,0.73,0.05,18.62,-22.25,12.56,-0.5,1.1,0.49,26.12,-33.94,20.44,-0.24,0.28,0.35,29.25,-58.44,44.63,downSwap
0.93,0.35,-0.63,-73.56,-21.0,19.87,0.19,-1.53,-4.34,-128.87,-3.19,-14.63,-6.27,-7.47,-10.87,-27.13,394.81,-126.62,-9.56,-4.55,-8.8,-67.37,661.31,-102.25,-5.98,5.75,15.04,39.25,29.37,-26.12,0.61,3.91,0.89,65.5,-67.19,19.12,0.04,-0.07,-1.0,33.19,-44.5,46.06,-0.58,-0.81,0.66,-2.25,-42.88,57.19,-0.82,-0.92,0.94,-28.81,-69.37,64.31,-0.71,-0.76,0.42,-17.44,-80.69,64.81,-0.18,-0.41,0.12,0.75,-79.69,50.5,-0.13,-0.15,-0.29,11.19,-78.37,45.12,0.46,0.41,-0.11,30.94,-76.25,57.81,0.54,-0.57,-0.51,-3.69,-67.19,61.56,0.53,-0.81,-0.58,20.37,-65.0,57.81,downSwap
-3.48,12.19,2.33,-97.19,-63.19,153.12,-4.38,-0.6,-0.89,-272.25,-288.69,264.5,-1.97,-3.97,-7.17,-151.56,-309.37,139.5,-9.75,-1.05,-14.54,19.5,189.25,-33.69,-8.94,-2.7,-7.33,88.12,631.44,-84.25,-6.02,-0.06,11.27,103.06,171.0,-73.56,-1.21,-0.11,3.74,62.69,0.44,0.06,0.92,-0.48,0.28,1.87,-27.06,-1.12,0.3,-0.54,0.19,-9.88,-15.25,0.88,0.12,-0.25,0.23,39.19,-25.44,-1.25,0.16,0.82,-0.12,57.62,-30.81,9.88,0.05,-1.11,-0.07,34.69,-29.12,20.56,0.2,0.32,-0.58,23.38,-25.19,26.06,0.49,-0.11,-0.17,22.06,-17.94,21.87,0.43,-0.32,-0.36,-15.5,-19.19,24.81,downSwap
1.0,-1.17,-1.27,-154.81,58.13,-54.69,2.6,-0.32,2.05,-82.06,92.5,-52.56,-9.13,20.23,7.86,197.0,-111.44,106.94,-4.34,-1.3,-8.79,-239.56,-364.88,221.75,-2.83,-7.52,-22.22,-11.06,83.62,1.31,-28.77,-2.47,-5.45,-204.56,631.19,-74.06,-0.66,5.44,12.71,120.62,71.06,-22.0,-0.37,-1.13,2.02,52.25,-39.56,-2.87,-0.24,1.6,-0.19,25.37,-70.56,2.5,0.66,0.01,-0.92,52.88,-41.13,4.12,0.06,0.51,-0.33,38.5,-31.75,8.94,0.33,0.53,-0.56,52.13,-19.69,23.38,0.55,-0.48,-0.38,-5.44,-10.25,21.87,0.19,-0.19,-0.35,-2.81,-10.81,18.06,0.44,-0.31,-0.23,-3.44,-7.69,10.94,downSwap
-1.54,-1.82,-4.5,-191.94,-275.75,179.94,-2.36,-5.61,-14.44,-83.37,-74.94,34.88,-10.8,-4.98,-13.08,39.25,618.0,-208.13,-19.51,-2.05,7.1,66.81,470.0,-85.75,-1.45,3.04,9.47,72.94,62.13,-22.25,0.36,1.66,2.68,37.63,-57.13,4.69,0.55,-0.15,-0.8,18.81,-69.19,25.88,0.33,-1.23,-1.1,-5.06,-48.81,15.88,-0.06,-0.13,-0.6,9.63,-37.75,12.5,0.02,-0.05,-0.37,19.19,-17.12,5.69,0.36,-0.42,-0.36,11.31,-11.75,2.5,0.36,-0.29,-0.36,14.0,-11.81,7.69,0.45,-0.29,-0.32,0.19,-12.13,15.81,0.01,0.19,-0.22,19.44,-12.81,23.62,0.16,-0.07,-0.1,20.31,-15.56,25.19,downSwap
-1.13,-2.93,-8.12,-46.56,-14.5,12.94,-8.12,-3.77,-7.82,98.12,546.69,-147.81,-14.11,-5.38,-3.35,-14.44,556.69,57.94,-1.01,1.74,10.5,160.25,30.88,-17.19,0.59,-0.06,0.2,40.12,-22.87,-16.12,0.23,-0.29,-0.42,-0.25,-12.88,-18.56,0.17,2.49,-0.03,58.31,-6.06,-7.75,0.17,0.19,-0.11,56.88,-8.06,1.62,0.13,1.13,-0.09,31.31,-9.81,-3.0,0.04,-0.29,-0.41,22.0,-0.56,-4.12,0.39,-0.4,-0.24,7.31,1.31,-8.94,0.13,0.48,-0.14,16.62,4.5,-8.38,0.37,-0.17,0.03,4.69,4.69,-4.69,0.32,0.01,-0.1,12.63,0.69,-0.37,0.19,0.39,-0.08,2.31,-0.19,-0.25,downSwap
-1.66,2.62,6.08,-41.19,-43.81,47.19,-5.98,3.32,3.31,-104.56,-308.87,150.44,-1.28,-4.06,-11.55,-72.94,-334.56,123.38,-5.92,-8.09,-22.88,15.25,392.25,-104.69,-24.65,1.03,-3.55,-85.38,662.56,-42.5,-1.43,3.67,12.5,172.31,20.62,-65.44,0.08,-0.24,-0.26,30.25,-50.81,-0.06,-0.4,-1.87,-1.24,10.56,-30.62,8.25,0.49,-0.77,-0.08,-3.31,-1.62,-1.75,-0.92,-0.28,0.74,31.06,-9.81,-8.75,0.32,-0.1,-0.18,19.5,-17.87,1.62,0.58,-0.64,-0.16,35.81,-21.56,11.06,0.47,-0.49,-0.13,23.19,-22.37,11.25,0.34,0.15,-0.26,12.81,-18.12,5.94,0.47,-0.23,-0.21,10.44,-14.5,16.81,downSwap
-2.74,2.73,11.29,-13.44,-53.38,56.13,-12.48,8.76,3.58,-154.5,-378.75,199.19,-9.0,-3.44,-13.54,-19.37,-384.44,137.31,-7.11,-11.68,-19.71,50.31,477.56,-205.25,-24.95,-6.06,1.91,-83.31,578.31,-107.56,-4.91,5.58,12.99,16.12,117.13,-29.0,0.09,-0.34,2.63,43.0,-27.06,7.94,0.07,0.12,-0.57,44.38,-58.13,0.31,0.12,-0.35,0.09,38.25,-33.75,1.31,0.48,-0.04,-0.58,16.94,-16.31,2.5,0.24,-0.06,-0.2,0.19,-11.25,12.37,0.17,0.15,-0.18,-8.69,-8.25,11.69,0.39,-0.25,-0.02,14.63,-5.62,12.94,0.34,-0.48,-0.35,-1.56,-6.37,5.87,0.37,-0.02,-0.18,2.12,-0.06,1.25,downSwap
-5.12,5.55,4.91,-39.13,-175.62,89.25,-2.83,0.37,-2.44,-96.69,-348.75,129.5,-3.23,-3.0,-11.26,-48.0,-204.06,83.37,-7.11,-9.49,-19.35,83.37,485.5,-200.0,-20.56,-2.36,1.45,-21.62,571.06,-57.31,-3.32,1.85,11.12,10.06,82.0,2.62,0.04,1.08,3.17,56.06,-36.56,4.25,0.65,-0.6,-0.56,18.19,-60.94,4.69,0.26,0.12,-1.33,26.31,-41.25,-7.19,-0.3,1.1,0.27,17.56,-41.19,10.56,-0.06,0.45,-0.64,15.75,-15.31,5.56,-0.11,0.09,-0.04,4.56,-5.56,0.0,-0.1,0.27,0.31,8.31,-6.37,4.25,0.07,-0.27,0.2,-0.56,-16.12,11.69,0.04,0.88,0.13,-3.62,-19.19,14.25,downSwap
-4.65,-0.33,-2.62,-118.19,-402.0,146.06,-5.33,-1.93,-9.82,18.06,-251.12,103.44,-4.18,-6.99,-14.39,31.56,228.31,-106.56,-5.84,12.07,-3.87,-218.56,465.5,-177.44,-5.08,2.2,10.74,77.44,143.56,-26.19,1.21,-0.23,2.47,43.81,-6.0,-8.19,0.2,0.41,0.35,28.38,-28.44,5.44,0.54,-0.61,0.03,14.0,-9.5,-0.37,-0.46,0.43,0.4,15.56,0.37,-9.0,-0.36,0.29,-0.05,25.69,-9.63,-1.0,-0.6,0.7,-0.23,22.44,-4.62,-8.31,0.22,-0.36,-0.01,18.56,-7.37,7.19,0.04,-0.46,-0.09,-5.06,-4.25,5.44,-0.03,0.06,0.1,0.37,-9.81,0.62,-0.04,0.03,-0.02,7.19,-8.25,2.31,downSwap
-6.59,3.6,7.02,-29.44,-182.0,117.62,-5.48,-1.14,-4.6,-114.12,-400.56,146.75,-3.11,-1.15,-10.46,9.13,-247.94,111.69,-4.42,-5.03,-14.05,41.19,188.75,-107.0,-10.98,5.1,-16.1,-213.5,535.37,-208.69,-10.82,2.87,11.33,109.63,164.37,-61.75,1.12,2.51,4.91,35.25,-0.37,6.44,-0.88,0.54,1.27,15.69,-54.5,21.5,-1.17,0.89,0.07,49.44,-48.19,26.12,-1.48,-1.02,0.06,28.69,-40.06,11.56,-0.23,-0.16,-0.31,15.81,-24.94,-1.62,0.21,-0.05,-0.44,-2.37,-13.06,0.19,-0.08,0.27,-0.01,-4.62,-2.31,-1.0,-0.09,0.51,0.39,-0.06,-0.19,3.06,0.01,0.32,0.37,1.25,-1.0,6.0,downSwap
0.46,-0.78,-3.09,-26.31,-51.37,41.25,-2.62,-3.48,-12.0,23.56,85.94,-43.31,-20.05,-2.53,-14.85,28.25,697.19,-293.19,-26.33,-2.43,8.36,114.12,500.25,-166.31,0.81,3.63,8.11,67.5,-38.69,15.88,0.29,3.97,0.74,16.44,-69.62,9.88,0.21,-0.82,-1.0,23.62,-62.06,53.19,-1.05,-1.02,-0.26,3.19,-66.69,52.25,-0.36,-1.0,-0.55,2.0,-66.12,46.94,-0.26,-1.1,-0.33,-11.31,-58.87,41.81,-0.24,-0.74,-0.38,-10.13,-62.5,40.75,0.17,-0.84,-0.61,8.88,-64.0,40.94,-0.1,-0.95,-0.57,-0.75,-70.0,43.94,0.03,-0.49,-0.7,5.56,-66.94,45.19,0.35,-1.2,-1.08,39.5,-41.13,55.06,downSwap
-4.59,-5.11,-9.84,-16.56,122.62,-72.0,-11.29,5.87,-6.42,60.75,546.12,-240.81,-21.43,-0.92,2.7,24.56,539.81,-36.06,-2.23,0.87,9.86,152.19,25.25,-1.37,0.71,2.28,3.82,40.88,-58.25,-1.44,-1.21,-0.63,-1.08,4.94,-76.87,19.81,-0.12,-0.59,-0.21,21.37,-55.81,20.75,-0.92,-1.2,0.31,5.0,-48.69,24.0,-1.27,-0.33,-0.02,-1.06,-46.19,34.25,-0.69,-0.08,-0.16,-24.81,-59.75,43.19,-0.89,-0.11,0.39,-17.44,-78.56,54.69,-1.74,1.98,0.4,-32.13,-82.0,65.44,-0.71,-0.82,-0.41,-17.12,-89.19,77.44,-0.22,-0.28,-0.92,-0.37,-77.87,67.25,-0.09,-1.3,-1.02,-0.44,-54.69,44.31,downSwap
0.0,-1.26,-2.09,-60.69,-77.56,47.0,-1.08,-3.71,-7.52,-53.13,19.87,-26.12,-7.01,-5.8,-5.37,25.81,536.31,-214.31,-18.31,-8.66,-6.25,-75.81,628.44,-63.63,-3.78,3.95,9.42,113.88,66.37,-40.0,1.44,2.64,2.05,56.94,-39.81,14.0,0.01,-0.59,-0.22,-2.31,-47.44,27.06,-0.1,0.43,0.6,10.81,-55.5,45.0,-0.33,-0.21,-0.02,51.94,-50.63,26.69,-0.61,0.2,0.26,37.75,-52.0,31.56,-0.4,0.01,-0.84,-5.75,-41.63,39.06,0.55,-0.34,-0.64,-3.94,-28.69,39.13,0.28,-0.5,-0.56,2.31,-18.31,27.5,0.01,-0.52,-0.47,-19.31,-3.94,16.25,0.16,-0.31,-0.12,-9.13,-2.31,8.25,downSwap
-6.81,-3.2,-10.41,26.81,291.75,-136.5,2.62,2.37,-11.2,-150.25,492.75,-204.19,-13.74,2.41,11.53,98.62,276.69,-52.38,0.86,1.5,5.32,88.56,-25.88,12.25,-0.59,1.05,0.32,19.81,-48.38,1.31,0.79,1.53,-0.27,45.5,-45.38,17.87,-0.17,0.92,0.36,15.06,-27.5,6.81,-0.47,-0.46,0.46,35.75,-32.19,11.69,-0.28,0.62,0.39,24.56,-43.19,21.0,-0.42,0.14,0.12,10.56,-50.19,38.31,-0.01,0.18,-0.28,1.31,-59.31,50.0,0.22,-0.64,-0.2,7.56,-59.31,46.13,-0.15,-0.26,-0.05,-20.75,-64.5,39.13,0.36,-0.35,-0.41,-9.5,-59.81,40.31,0.25,-0.47,-0.69,-11.19,-52.38,38.13,downSwap
0.06,-1.97,-3.5,-20.5,-26.25,0.0,-3.97,-4.32,-10.73,-4.19,221.19,-111.31,1.31,1.27,-12.25,-195.69,541.12,-74.75,-7.99,1.62,11.86,88.0,218.44,-48.25,-0.14,1.35,5.24,81.5,-12.81,0.0,-0.69,1.71,0.62,36.75,-56.44,7.12,-2.04,0.54,0.05,21.69,-43.56,33.31,-0.37,-0.21,-0.32,18.12,-42.56,26.37,0.35,-1.02,-0.63,15.69,-43.44,17.69,0.04,-0.46,-0.41,24.56,-24.94,4.5,-0.3,0.36,-0.17,-1.25,-11.88,-4.06,0.4,0.36,-0.18,4.12,-12.0,5.31,0.34,0.83,0.05,0.13,-10.5,17.19,0.0,0.66,0.22,4.5,-14.25,26.94,-0.23,0.0,0.17,-0.69,-16.37,28.06,downSwap
0.53,-0.91,-3.43,-14.44,-28.69,6.5,-2.87,-5.12,-10.3,-7.0,115.0,-70.75,-12.32,7.49,-8.9,-71.31,522.69,-228.19,-15.23,-0.12,10.74,-12.75,371.81,-27.56,0.22,0.37,7.42,114.75,14.81,-10.5,-0.01,1.9,1.04,42.31,-62.44,-1.62,0.34,0.84,-0.57,51.5,-58.75,21.81,-0.71,0.97,-0.38,32.75,-28.38,15.38,-0.58,-0.22,-0.08,23.38,-13.56,4.37,-0.87,0.41,-0.46,7.44,-2.06,-3.56,0.36,0.05,-0.02,4.5,1.81,-1.25,-0.14,0.22,0.26,9.88,-6.56,2.5,-0.17,1.0,0.34,16.94,-13.0,10.13,-0.12,0.9,0.32,9.44,-26.12,21.56,-0.06,0.59,0.17,-8.19,-33.25,32.5,downSwap
-0.83,-4.77,-9.2,-23.5,42.81,-37.0,-9.54,3.65,-1.4,30.25,561.56,-209.12,-16.34,2.94,2.79,-91.19,470.19,-23.25,-2.76,-1.48,9.93,135.12,46.37,7.75,0.46,3.14,4.81,83.37,-66.62,4.62,-0.84,-0.2,-0.92,20.62,-90.06,23.44,0.44,-0.87,-0.61,1.44,-43.94,19.25,-0.36,-0.68,0.44,-2.94,-7.37,-1.19,-0.41,0.1,0.6,7.25,-3.56,-2.19,-0.36,0.34,0.12,-1.81,-7.87,5.69,0.2,0.37,-0.11,-3.06,-11.38,10.44,0.06,0.72,0.14,-2.37,-13.5,9.25,0.2,0.34,0.01,16.19,-11.88,10.38,0.21,-0.03,0.01,-0.69,-8.75,6.19,0.07,0.46,0.09,-5.12,-4.69,4.75,downSwap
1.01,2.02,4.78,-64.94,33.44,9.44,-8.93,4.34,3.58,-63.94,-181.94,91.44,-2.3,-2.27,-8.22,-91.56,-362.38,103.81,-3.75,-10.2,-21.83,-13.06,-103.81,20.5,-15.4,9.52,-17.27,-9.56,658.94,-251.75,-8.73,3.19,12.82,133.44,175.56,-67.56,1.61,3.48,4.0,53.38,-34.0,10.63,-0.52,-0.22,0.21,-5.94,-45.69,27.75,1.31,-0.19,-0.62,44.06,-34.06,26.06,0.27,0.08,-0.18,17.81,-27.19,8.31,0.29,0.97,0.07,68.0,-32.25,10.38,0.21,-0.35,0.0,28.87,-22.75,6.44,-0.24,0.35,-0.15,-38.81,-20.81,-0.69,0.19,0.31,-0.05,23.31,-21.06,7.31,-0.1,0.17,-0.18,-4.12,-14.75,8.75,downSwap
0.05,-1.99,-5.03,-59.94,-192.37,100.94,-1.99,-7.74,-13.27,40.38,-10.06,13.38,-12.59,9.83,-4.41,-60.81,706.0,-269.87,-19.74,-6.53,9.26,201.56,357.12,-44.06,0.82,4.14,5.95,83.81,-31.75,13.5,0.05,2.09,0.77,12.25,-34.88,1.62,-0.04,1.49,0.36,36.44,-35.44,20.5,-0.65,1.45,0.38,40.06,-26.62,26.62,-0.35,-0.24,0.03,30.06,-31.44,21.75,-0.33,-0.06,-0.3,-0.56,-19.62,16.69,0.3,-0.18,-0.13,3.06,-15.94,12.56,0.4,0.17,0.12,-34.75,-18.06,5.56,0.27,0.54,-0.13,-4.94,-11.63,10.75,0.09,0.03,0.11,-16.12,-11.38,9.63,0.16,0.36,0.02,0.31,-6.31,14.13,downSwap
-2.06,0.29,6.56,-51.19,-5.75,26.06,-6.84,4.0,3.84,-35.75,-253.69,118.69,-1.36,-3.7,-9.19,-58.13,-320.25,88.87,-9.26,-7.01,-18.63,112.31,172.44,-32.0,-13.5,6.24,-3.33,-123.31,659.31,-86.5,-4.33,2.78,12.62,152.56,74.87,-27.37,0.5,0.49,2.01,31.81,-37.25,-0.44,0.14,0.2,0.03,26.56,-52.75,17.25,0.8,0.43,-0.27,41.81,-30.62,27.62,-1.26,0.28,0.71,32.25,-41.63,15.5,0.25,0.2,-0.78,18.62,-30.94,8.75,-0.29,0.39,-0.34,-6.12,-9.19,-4.0,0.12,0.49,-0.34,21.06,-3.81,-3.94,0.09,0.03,0.07,-0.56,-2.94,-0.13,0.18,0.38,0.13,-12.13,-0.88,3.87,downSwap
-3.84,3.65,3.14,-50.44,-237.5,143.81,-2.21,-2.2,-5.87,-53.87,-314.19,103.0,-6.15,-14.15,-19.25,6.31,5.94,-21.69,-11.65,4.98,-14.89,-63.25,664.94,-263.44,-12.73,-1.93,13.47,76.69,241.88,-25.56,0.97,-0.17,4.18,15.06,-10.69,-10.44,0.06,1.49,0.79,19.12,-53.25,11.81,1.15,0.83,0.34,71.06,-47.38,23.0,-0.19,-0.2,0.93,6.44,-39.75,19.5,0.4,0.59,-0.06,30.0,-37.88,13.88,0.15,-0.02,-0.09,2.25,-10.81,3.87,0.25,0.3,0.2,0.19,-1.75,2.44,0.39,0.09,0.31,-3.19,-0.06,3.44,0.17,0.47,0.54,-7.87,-2.5,7.56,0.29,0.31,0.43,3.0,-5.12,9.63,downSwap
-1.4,-0.26,-3.28,-60.69,-270.19,149.38,-1.26,-6.15,-12.66,-65.44,-96.81,39.63,-6.95,-5.11,-8.3,11.56,513.0,-257.5,-21.5,-2.28,1.55,47.75,565.0,-26.0,-1.94,4.91,10.43,68.81,39.44,-15.44,0.39,1.75,3.04,43.0,-59.13,22.19,0.03,-1.7,-0.78,47.56,-66.62,22.56,-0.46,-0.92,0.34,-41.19,-60.12,27.0,-0.11,-2.03,0.24,-9.63,-42.19,21.75,-0.4,-0.18,-0.06,-8.81,-25.0,17.06,-0.46,0.01,0.04,4.06,-30.75,17.37,0.17,-0.78,0.2,28.44,-27.87,15.56,0.17,0.66,-0.33,16.69,-20.44,15.75,0.38,-0.08,-0.37,0.56,-11.19,14.13,0.36,-0.28,-0.53,-2.62,-2.56,8.44,downSwap
